abandon, [əˋbændən] vt.放棄，中止
comrade, [`kɑmræ d] n.夥伴
crystal, [`krɪst!] n.水晶
conceal, [kən`sil] vt.隱藏
cuisine, [kwɪ`zin] n.菜餚；烹飪
conceive, [kən`siv] vt.vi.想像
curb, [kɝb] n.路邊；邊欄 vt.抑制
condemn, [kən`dɛm] vt.譴責
currency, [`kɝənsɪ] n.貨幣；流通
curriculum, [kə`rɪkjələm] n.課程(複:curricula)
conduct, [kən`dʌkt] vt.vi.指揮；行為
curry, [`kɝɪ] n.咖哩
customs, [`kʌstəmz] n.海關；關稅
ego, [ìgo] n.自我；自我意識
dart, [dɑrt] n.鏢 vt.投擲 vi.急衝
elaborate, [ɪ`læ bə͵ret] adj.精巧的 vi.vt.詳述
dazzle, [`dæ z!] vt.使…目眩；耀眼
decay, [dɪ`ke] n.vt.vi.腐朽；衰敗
elevate, [`ɛlə͵vet] vt.提升；抬高
deceive, [dɪ`siv] vt.vi.欺騙；蒙蔽
embrace, [ɪm`bres] vt.vi.n.擁抱
declaration, [͵dɛklə`reʃən] n.宣言
endeavor, [ɪn`dɛvɚ] vi.n.努力；盡力
delegate, [`dɛlə͵get] n.代表團團員 vt.派...為代表
enroll, [ɪn`rol] vt.vi.(使…)註冊
enrollment, [ɪn`rolmənt] n.註冊
delegation, [͵dɛlə`geʃən] n.代表團；委任
ensure/insure, [ɪn`ʃʊr] vt.確保
democrat, [`dɛmə͵kræ t] n.民主主義者
enterprise, [`ɛntɚ͵praɪz] n.企業；事業心
denial, [dɪ`naɪəl] n.否認；拒絕
enthusiastic, [ɪn͵θjuzɪ`æ stɪk] adj.熱心的
descriptive, [dɪ`skrɪptɪv] adj.描述的
entitle, [ɪn`taɪt!] vt.取名為…；始有資格
despair, [dɪ`spɛr] n.vi.絕望
equate, [ɪ`kwet] vt.使相等；同等看待
despise, [dɪ`spaɪz] vt.輕視
erect, [ɪ`rɛkt] vt.豎立；使直立
destination, [͵dɛstə`neʃən] n.目的地
erupt, [ɪ`rʌpt] vt.vi.爆發
destiny, [`dɛstənɪ] n.命運
escort, [`ɛskɔrt] n.護送者 vt.護送
destructive, [dɪ`strʌktɪv] adj.有破壞性的
estate, [ɪs`tet] n.財產
devotion, [dɪ`voʃən] n.奉獻；忠誠；熱愛
esteem, [ɪs`tim] n.vt.尊重
devour, [dɪ`vaʊr] vt.吞食
eternal, [ɪ`tɝn!] adj.不朽的；無休止的
dialect, [`daɪəlɛkt] n.方言
ethic(s), [`ɛθɪk(s)] n.倫理標準
disbelief, [͵dɪsbə`lif] n.不信；懷疑
evergreen, [`ɛvɚ͵grin] n.長青樹 adj.常綠的
discard, [`dɪskɑrd] n.丟棄
disciple, [dɪ`saɪp!] n.信徒；門徒
exaggeration, [ɪg͵zædʒə`reʃən] n.誇大；誇張
discriminate, [dɪ`skrɪmə͵net] vt.vi.辨別；歧視
exceed, [ɪk`sid] vt.vi.超過；勝過
dispense, [dɪ`spɛns] vt.分配；分送；執行
excel, [ɪk`sɛl] vt.vi.勝過；擅長
dispose, [dɪ`spoz] vt.vi.處理；整理；配置
exceptional, [ɪk`sɛpʃən!] adj.優異的
distinction, [dɪ`stɪŋkʃən] n.差別；卓越
excess, [ɪk`sɛs] n.過度；過量
distinctive, [dɪ`stɪŋktɪv] adj.有特色的
exclaim, [ɪks`klem] vt.vi.驚叫；呼喊
distress, [dɪ`strɛs] n.痛苦 vt.使痛苦
exclude, [ɪk`sklud] vt.排除
document, [`dɑkjəmənt] n.文件
execute, [`ɛksɪ͵kjut] vt.執行；處決
doorstep, [`dor͵stɛp] n.門階
executive, [ɪg`zɛkjʊtɪv] n.執行者；行政官 adj.執行的；行政上的
doorway, [`dor͵we] n.出入口
dormitory, [`dɔrmə͵torɪ] n.學生宿舍
exile, [`ɛksaɪl] n.放逐(者) vt.放逐
dough, [do] n.生麵團
extension, [ɪk`stɛnʃən] n.延伸
downward(s), [`daʊnwɚd(z)] adj.adv.向下
extensive, [ɪk`stɛnsɪv] adj.廣泛的；延長的
drape, [drep] n.簾 vt.vi.覆蓋
exterior, [ɪk`stɪrɪɚ] adj.外部的 n.外部
dreadful, [`drɛdfəl] adj.畏懼的；可怕的
external, [ɪk`stɝnəl] adj.外部的；客觀的
dresser, [`drɛsɚ] n.梳妝台；(劇場)服裝員
extinct, [ɪk`stɪŋkt] adj.絕種的
dressing, [`drɛsɪŋ] n.沙拉醬；服飾
extraordinary, [ɪk`strɔrdn͵ɛrɪ] adj.非凡的
driveway, [`draɪv͵we] n.私人車道
eyelash, [àɪ͵læ ʃ] n.睫毛(lash)
duration, [djʊ`reʃən] n.持續期間
eyelid, [àɪ͵lɪd] n.眼皮；眼瞼
dusk, [dʌsk] n.黃昏
fabric, [`fæ brɪk] n.布料；結構
dwarf, [dwɔrf] n.矮子 adj.矮小的
fad, [fæ d] n.時尚
dwell, [dwɛl] vi.居住
Fahrenheit, [`fæ rən͵haɪt] adj.華氏的 n.華氏溫度計
dwelling, [`dwɛlɪŋ] n.住處
eclipse, [ɪ`klɪps] n.vt.蝕
falter, [`fɔltɚ] vi.蹣跚；搖晃
eel, [il] n.鰻；鱔魚
fascinate, [`fæsn͵et] vt.vi.使著迷；吸引
fatigue, [fə`tig] n.vt.vi.(使…)極度疲勞
glitter, [`glɪtɚ] n.vi.閃爍；閃光
federal, [`fɛdərəl] adj.聯邦的；同盟的
gloom, [glum] n.黑暗；憂鬱
feeble, [fib!] adj.微弱的
gnaw, [nɔ] vt.vi.咬；消耗
feminine, [`fɛmənɪn] adj.有女性氣質的
gobble, [`gɑb!] n.vi.火雞咯咯叫 vt.vi.狼吞虎嚥
fertilizer, [`fɝtl͵aɪzɚ] n.肥料
fiance, [͵fiən`se] n.未婚夫
gorge, [gɔrdʒ] n.峽谷 n.vt.vi.狼吞虎嚥
fiancee, [͵fiən`se] n.未婚妻
gorgeous, [`gɔrdʒəs] adj.華麗的；極好的
fiber, [`faɪbɚ] n.纖維；構造
gorilla, [gə`rɪlə] n.大猩猩；大塊頭
fiddle, [`fɪd!] n.小提琴
gospel, [`gɑsp!] n.福音；教條
filter, [`fɪltɚ] n.過濾器 vt.vi.過濾
grant, [græ nt] vt.n.承認；允許；給予 n.授予物；獎學金
fin, [fɪn] n.鰭；魚翅
fishery, [`fɪʃərɪ] n.魚場
gravity, [`græ vətɪ] n.重力
flake, [flek] n.小薄片；玉米片
graze, [grez] vt.vi.n.放牧；擦過
flap, [flæ p] vt.vi.n.拍打(聲)
grease, [gris] n.油脂
flaw, [flɔ] n.裂縫；瑕疵；缺點
greed, [grid] n.貪心；貪婪
flick, [flɪk] n.輕打聲 vt.vi.輕彈
grim, [grɪm] adj.嚴厲的；無情的
flip, [flɪp] vt.vi.拋；使翻轉
grip, [grɪp] n.vt.vi.緊握；理解
flourish, [`flɝɪʃ] vi.興盛；茂盛
groan, [gron] n.vt.vi.呻吟
fluency, [`fluənsɪ] n.流利；流暢
gross, [gros] adj.總的；粗略的
foe, [fo] n.仇敵；敵人
growl, [graʊl] vt.vi.n.嚎叫；咆哮
foil, [fɔɪl] n.箔；金屬薄片
grumble, [`grʌmb!] n.vt.vi.抱怨 n.怨言
folklore, [`fok͵lor] n.民間傳說；習俗
guideline, [`gaɪd͵laɪn] n.準則
forgetful, [fɚ`gɛtfəl] adj.健忘的
gulp, [gʌlp] n.vt.vi.狼吞虎嚥
format, [`fɔrmæ t] n.格式 vt.格式化
gust, [gʌst] n.強風；爆發
foul, [faʊl] adj.惡臭的；邪惡的 n.vi.犯規
gut, [gʌt] n.腸子；內臟；勇氣
fowl, [faʊl] n.家禽
gypsy, [`dʒɪpsɪ] n.吉普賽人
fraction, [`fræ kʃən] n.分數【數學】；斷片
hail, [hel] n.冰雹 n.vt.歡呼
framework, [`frem͵wɝk] n.架構；骨架
hairstyle, [`hɛr͵staɪl] n.髮型 
hairdo, [`hɛr͵du] n.髮型
frantic, [`fræ ntɪk] adj.狂亂的
freight, [fret] n.貨物
handicap, [`hæ ndɪ͵kæ p] n.障礙 vt.妨礙
frontier, [frʌn`tɪr] n.邊境
handicraft, [`hæ ndɪ͵kræ ft] n.手工藝品
fume, [fjum] n.(有害，濃烈難聞的)煙，氣
hardy, [`hɑrdɪ] adj.吃苦耐勞的；強壯的；大膽
fury, [`fjʊrɪ] n.盛怒的
fuse, [fjuz] vt.vi.熔合 n.保險絲
harness, [`hɑrnɪs] n.馬具 v.套上馬具；利用
fuss, [fʌs] n.vi.大驚小怪
gallop, [`gæ ləp] n.vt.vi.疾馳
haul, [hɔl] n.vt.vi.拖；拉；搬運
garment, [`gɑrmənt] n.衣服；外表
haunt, [hɔnt] vt.不斷糾纏；困擾
gasp, [gæ sp] n.vt.vi.喘氣
hearty, [`hɑrtɪ] adj.真誠的
gathering, [`gæ ðərɪŋ] n.聚集；集會
heavenly, [`hɛvənlɪ] adj.天空的；天國的；美好的
gay, [ge] adj.同性戀的 n.男同性戀
gender, [`dʒɛndɚ] n.性；性別
hedge, [hɛdʒ] n.樹籬
geographic, [dʒɪə`græ fɪk] adj.地理的
heed, [hid] n.vt.vi.留意；注意
geometry, [dʒɪ`ɑmətrɪ] n.幾何學
heighten, [`haɪtn] vt.vi.增高；加強
glacier, [`gleʃɚ] n.冰河
heir, [ɛr] n.繼承人
glare, [glɛr] vt.vi.n.閃耀；怒視
hence, [hɛns] adv.因此
gleam, [glim] n.vi.閃爍；一絲光線
herald, [`hɛrəld] n.使者 vt.傳達
glee, [gli] n.快樂；重唱曲
herb, [hɝb] n.藥草；草本植物
hermit, [`hɝmɪt] n.隱士
interference, [͵ɪntɚ`fɪrəns] n.妨礙；干涉
heroic, [hɪ`roɪk] adj.英雄的
interior, [ɪn`tɪrɪɚ] adj.內部的
heterosexual, [͵hɛtərə`sɛkʃʊəl] adj.異性戀的
interpretation, [ɪn͵tɝprɪ`teʃən] n.闡明；翻譯
hi-fi, [`haɪ`faɪ] n.高傳真
high fidelity, [fɪ`dɛlətɪ] n.高傳真
interpreter, [ɪn`tɝprɪtɚ] n.口譯員
intuition, [͵ɪntjùɪʃən] n.直覺
hijack, [ˈhaɪdʒæ k] vt.n.劫持
inward, [`ɪnwɚd] adj.內部的；精神上的
hiss, [hɪs] vt.vi.發出嘶嘶(噓)聲 n.嘶嘶(噓)聲
inward(s), [`ɪnwɚd(s)] n.內部；裡面
isle, [aɪl] n.小島
hoarse, [hors] adj.沙啞的
issue, [`ɪʃjʊ] n.議題；發行 vt.vi.發行
hockey, [`hɑkɪ] n.曲棍球
ivy, [àɪvɪ] n.常春藤
homosexual, [͵homə`sɛkʃʊəl] adj.n.同性戀(的)
jack, [dʒæ k] n.男人；侍者；水手
jade, [dʒed] n.玉
honk, [hɔŋk] n.汽車喇叭 v.發出汽車喇叭聲
janitor, [`dʒæ nɪtɚ] n.管理員；看門人
jasmine, [`dʒæ smɪn] n.茉莉
hood, [hʊd] n.引擎蓋；頭巾；兜帽
jaywalk, [`dʒe͵wɔk] vi.擅自穿越馬路
hoof, [huf] n.蹄
jeer, [dʒɪr] vt.vi.n.嘲弄
horizontal, [͵hɑrə`zɑnt!] adj.地平線的；水平的
jingle, [`dʒɪŋg!] n.叮噹聲 vi.發出叮噹聲
hostage, [`hɑstɪdʒ] n.人質；抵押品
jolly, [`dʒɑlɪ] adj.快活的
hostile, [`hɑstɪl] adj.敵人的；有敵意的
journalism, [`dʒɝn!͵ɪzm] n.新聞工作
hound, [haʊnd] n.獵犬
journalist, [`dʒɝnəlɪst] n.新聞\撰稿記者
housing, [`haʊzɪŋ] n.住宅
jug, [dʒʌg] n.水罐
hover, [`hʌvɚ] n.vi.空中盤旋
jury, [`dʒʊrɪ] n.陪審團
howl, [haʊl] n.vi.vt.號叫
justify, [`dʒʌstə͵faɪ] vt.vi.認為正當；為...辯護
hurl, [hɝl] vt.vi.n.用力投擲
hymn, [`hɪm] n.聖歌讚美詩
juvenile, [`dʒuvən!] n.少年 adj.少年的
idiot, [`ɪdɪət] n.白癡
kin, [kɪn] n.親屬
immense, [ɪ`mɛns] adj.廣大；無限的
kindle, [`kɪnd!] vt.vi.點燃；激起；照亮
imperial, [ɪm`pɪrɪəl] adj.帝國的
knowledgeable, [`nɑlɪdʒəb!] adj.博學的
impose, [ɪm`poz] vt.徵(稅)；加負擔於…
lad, [læ d] n.少年；小夥子；老友
impulse, [`ɪmpʌls] n.衝動
lame, [lem] adj.跛腳 vt.使…跛腳
incense, [`ɪnsɛns] n.香
landlady, [`lænd͵ledɪ] n.女房東
index, [`ɪndɛks] n.vt.vi.索引 n.指數
landlord, [`lænd͵lɔrd] n.地主
indifference, [ɪn`dɪfərəns] n.冷淡；不重要
laser, [`lezɚ] n.雷射
indifferent, [ɪn`dɪfərənt] adj.漠不關心的
latitude, [`læ tə͵tjud] n.緯度
indignant, [ɪn`dɪgnənt] adj.憤慨的
lawmaker, [`lɔ`mekɚ] n.立法之人
indispensable, [͵ɪndɪs`pɛnsəb!] adj.必需的
layer, [`leɚ] n.(一)層
induce, [ɪn`djus] vt.誘導；導致
league, [lig] n.聯盟
indulge, [ɪn`dʌldʒ] vt.vi.縱容
legislation, [͵lɛdʒɪs`leʃən] n.制定法律
infinite, [`ɪnfənɪt] adj.無限的；極大的
lessen, [`lɛsn] vi.vt.減少
inherit, [ɪn`hɛrɪt] vt.繼承
lest, [lɛst] conj. 以免
initiate, [ɪ`nɪʃɪɪt] vt.開始；創始
lieutenant, [lùtɛnənt] n.中尉
inland, [`ɪnlənd] adj.內地的
lifelong, [`laɪf͵lɔŋ] adj.一輩子的
innumerable, [ɪ`njumərəb!] adj.數不清的
likelihood, [`laɪklɪ͵hʊd] n.相似之處
inquire, [ɪn`kwaɪr] vt.vi.詢問；調查
lime, [laɪm] n.石灰
institute, [`ɪnstətjut] vt.設立 n.機構
limp, [lɪmp] vi.n.跛行
insure, [ɪn`ʃʊr] vt.投保；保證
linger, [`lɪŋgɚ] vi.徘徊
intent, [ɪn`tɛnt] n.意圖 adj.熱切的
livestock, [`laɪv͵stɑk] n.家畜
lizard, [`lɪzɚd] n.蜥蜴
miser, [`maɪzɚ] n.吝嗇鬼；守財奴
locomotive, [͵lokə`motɪv] n.火車頭
mistress, [`mɪstrɪs] n.女主人
locust, [`lokəst] n.蝗蟲
moan, [mon] n.vi.vt.呻吟
lodge, [lɑdʒ] n.小屋
mock, [mɑk] vt.vi.n.嘲笑
lofty, [`lɔftɪ] adj.崇高的
mode, [mod] n.模式
logo, [`logo] n.標誌
modernize, [`mɑdɚn͵aɪz] n.現代化
lonesome, [`lonsəm] adj.寂寞的
modify, [`mɑdə͵faɪ] vt.修改
longitude, [`lɑndʒə͵tjud] n.經度
mold, [mold] n.模型；模式；鑄模
lottery, [`lɑtərɪ] n.彩券；樂透
molecule, [`mɑlə͵kjul] n.分子
lotus, [`lotəs] n.蓮花
monarch, [`mɑnɚk] n.君王
lumber, [`lʌmbɚ] n.木材
monstrous, [`mɑnstrəs] adj.似怪物的
lump, [lʌmp] n.團；塊
mortal, [`mɔrt!] adj.會死的；致命的
magnify, [`mæ gnə͵faɪ] vt.vi.放大；擴大
moss, [mɔs] n.苔藓
maiden, [`medn] n.少女
motherhood, [`mʌðɚhʊd] n.母親身分
mainland, [`menlənd] n.大陸
motive, [`motɪv] n.動機
mainstream, [`men͵strim] n.主流
mound, [maʊnd] n.丘
maintenance, [`mentənəns] n.維持；保持
mount, [maʊnt] vt.vi.登上 n.底座
majestic, [mə`dʒɛstɪk] adj.雄偉的；威嚴的
mourn, [morn] vi.vt.哀悼
majesty, [`mæ dʒɪstɪ] n.雄偉；莊嚴
mower, [`moɚ] n.刈草機
mammal, [`mæ m!] n.哺乳類
mumble, [`mʌmb!] vt.vi.n.咕噥
manifest, [`mæ nə͵fɛst] adj.顯然的；明白的
muscular, [`mʌskjəlɚ] adj.肌肉發達的
mansion, [`mæ nʃən] n.大廈；府邸
muse, [mjuz] vi.vt.n.沉思
maple, [`mep!] n.楓樹；楓葉
mustard, [`mʌstɚd] n.芥末
marginal, [`mɑrdʒɪn!] adj.邊緣的
mutter, [`mʌtɚ] vi.vt.n.咕噥
marine, [mə`rin] adj.海的；海生的
mutton, [`mʌtn] n.羊肉
marshal, [`mɑrʃəl] n.元帥；高級將官
myth, [mɪθ] n.神話
martial, [`mɑrʃəl] adj.好戰的；戰爭的
nag, [næ g] vt.vi.使煩惱；嘮叨
marvel, [`mɑrv!] n.令人驚奇的人事物 vt.vi.(對…)感到驚訝
naive, [nɑìv] adj.天真的
nasty, [`næ stɪ] adj.猥褻的；險惡的
masculine, [`mæ skjəlɪn] adj.男子氣概的
navigate, [`næ və͵get] vt.vi.導航；航行
mash, [mæ ʃ] n.糊狀物
newscast, [`njuz͵kæst] n.新聞廣播
massage, [mə`sɑʒ] n.vt.按摩
nibble, [`nɪb!] vt.vi.n.一點一點的嚙咬
massive, [`mæ sɪv] adj.巨大的
nickel, [`nɪk!] n.鎳
masterpiece, [`mæ stɚ͵pis] n.傑作
nightingale, [`naɪtɪŋ͵gel] n.夜鶯
mayonnaise, [͵meə`nez] n.美乃滋
nominate, [`nɑmə͵net] vt.提名
meantime, [`min͵taɪm] n.adv.同時
nonetheless, [͵nʌnðə`lɛs] adv.conj. 然而
mechanics, [mə`kæ nɪks] n.力學；機械學
nonviolent, [͵nɑn`vaɪələnt] adj.非暴力的
mediate, [`midɪ͵et] vt.vi.居中調停 adj.居間的
nostril, [`nɑstrɪl] n.鼻孔
menace, [`mɛnɪs] n.vt.vi.威脅
notable, [`notəb!] adj.著名的
mermaid, [`mɝ͵med] n.美人魚
noticeable, [`notɪsəb!] adj.顯著的
midst, [mɪdst] n.中間
notify, [`notə͵faɪ] vt.通知；告知
migrant, [`maɪgrənt] adj.移居的 n.移民
notion, [`noʃən] n.概念；想法
mileage, [`maɪlɪdʒ] n.里程數
novice, [`nɑvɪs] n.新手
milestone, [`maɪl͵ston] n.里程碑
nowhere, [`no͵hwɛr] n.adv.不知名的地方
mingle, [`mɪŋg!] vt.vi.混合
nucleus, [`njuklɪəs] n.核
minimal, [`mɪnəməl] adj.最小的
nude, [njud] adj.裸的；不加修飾的
mint, [mɪnt] n.薄荷
oar, [or] n.槳
oasis, [oèsɪs] n.綠洲
particle, [`pɑrtɪk!] n.微粒
oath, [oθ] n.誓言
partly, [`pɑrtlɪ] adv.部分地
oatmeal, [òt͵mil] n.燕麥粥
passionate, [`pæ ʃənɪt] adj.熱情的
oblong, [`ɑbloŋ] n.矩形；橢圓形
pastime, [`pæs͵taɪm] n.消遣、娛樂
observer, [əb`zɝvɚ] n.觀測員
pastry, [`pestrɪ] n.酥皮點心
obstinate, [`ɑbstənɪt] adj.頑固的
patch, [pæ tʃ] n.補釘；貼片
occurrence, [ə`kɝəns] n.事件
patent, [`pæ tnt] n.專利
octopus, [`ɑktəpəs] n.章魚
patriot, [`petrɪət] n.愛國者
odds, [ɑds] n.機會
patrol, [pə`trol] n.vi.vt.巡邏
odor, [òdɚ] n.香味；臭味
patron, [`petrən] n.贊助者；主顧
olive, [`ɑlɪv] n.橄欖
peacock, [`pikɑk] n.孔雀
opponent, [ə`ponənt] n.對手
peasant, [`pɛznt] n.佃農
optimism, [`ɑptəmɪzəm] n.樂觀主義
peck, [pɛk] vt.vi.n.啄
orchard, [`ɔrtʃɚd] n.果園
peddler, [`pɛdlɚ] n.小販
organizer, [`ɔrgə͵naɪzɚ] n.組織者
peek, [pik] vi.n.偷看；窺視
orient, [òrɪənt] n.東方
peg, [pɛg] n.栓；樁
oriental, [͵orɪ`ɛnt!] adj.東方的
penetrate, [`pɛnə͵tret] vt.vi.穿透
ornament, [`ɔrnəmənt] n.裝飾品
perceive, [pɚ`siv] vt.察覺；感知
orphanage, [`ɔrfənɪdʒ] n.孤兒
perch, [pɝtʃ] n.棲木 vi.vt.(使)棲息
ostrich, [`ɑstrɪtʃ] n.鴕鳥
performer, [pɚ`fɔrmɚ] n.表演者
ounce, [aʊns] n.盎司
peril, [`pɛrəl] n.危險的事物
outdo, [͵aʊt`du] vt.勝過；超越
perish, [`pɛrɪʃ] vi.vt.消滅；枯萎
outgoing, [àʊt͵goɪŋ] adj.外向的；外出的
permissible, [pɚ`mɪsəb!] adj.可允許的
output, [àʊt͵pʊt] n.vt.出產；生產
persist, [pɚ`sɪst] vi.vt.堅持(說)
outsider, [àʊt`saɪdɚ] n.局外人
personnel, [͵pɝsn`ɛl] n.(總稱)人員
outskirts, [àʊt͵skɝts] n.郊區
pessimism, [`pɛsəmɪzəm] n.悲觀主義
outward, [àʊtwɚd] adj.adv.往外去的(地)
pier, [pɪr] n.碼頭
outward(s), [ˈaʊtwəd(z)] adv.往外去
pilgrim, [`pɪlgrɪm] n.朝聖者；香客
overall, [òvɚ͵ɔl] adj.全部的 adv.大體上來說 n.連身工作服
pillar, [`pɪlɚ] n.柱子
pimple, [`pɪmp!] n.面匏
overdo, [͵ovɚ`du] vt.vi.(把…) 做得過分
pinch, [pɪntʃ] vt.vi.n.擰；夾
overeat, [òvɚìt] vi.vt.過度飲食
piss, [pɪs] vi.vt.n.小便
overflow, [͵ovɚ`flo] vi.vt.氾濫
pistol, [`pɪst!] n.手槍
overhear, [͵ovɚ`hɪr] vt.vi.無意中聽到
plague, [pleg] n.瘟疫；鼠疫；討厭的人 vt.使…苦惱(折磨)
oversleep, [òvɚ`slip] vi.vt.睡過頭
overwhelm, [͵ovɚ`hwɛlm] vt.戰勝；淹沒
plantation, [plæ n`teʃən] n.農園；造林地
overwork, [òvɚ`wɝk] vt.vi.過度工作
playwright, [`ple͵raɪt] n.劇作家
oyster, [`ɔɪstɚ] n.蛤蠣
plea, [pli] n.請求、懇託；藉口
ozone, [òzon] n.臭氧
plead, [plid] vt.vi.(為…)辯護；承認
pacific, [pə`sɪfɪk] adj.和平的
pledge, [plɛdʒ] n.vt.保證；立誓
packet, [`pæ kɪt] n.小包裹
plow, [plaʊ] n.vt.vi.犁；耕地
paddle, [`pæ d!] n.槳
pluck, [plʌk] vt.vi.n.拔
paradox, [`pæ rə͵dɑks] n.自相矛盾的人事物
plunge, [plʌndʒ] vt.vi.n.(使)投入；跳入
pane, [pen] n.窗玻璃
pocketbook, [`pɑkɪt͵bʊk] n.袖珍書
parallel, [`pæ rə͵lɛl] adj.平行的；並聯的
poetic, [pòɛtɪk] adj.詩的
parlor, [`pɑrlɚ] n.起居室
poke, [pok] vt.vi.n.戳
participant, [pɑr`tɪsəpənt] n.參與者
poultry, [`poltrɪ] n.家禽
polar, [`polɚ] adj.極地的
reap, [rip] vt.vi.收割
porch, [portʃ] n.門廊；入口處
rear, [rɪr] n.後方 vt.撫養 vi.高聳
potential, [pə`tɛnʃəl] adj.潛在的
reckless, [`rɛklɪs] adj.魯莽的
prairie, [`prɛrɪ] n.大草原；牧場
reckon, [`rɛkən] vt.vi.計算；認為
preach, [pritʃ] vt.vi.n.傳道；鼓吹
recommend, [͵rɛkə`mɛnd] vt.vi.推薦
precaution, [prɪ`kɔʃən] n.預防(措施)；警惕
reef, [rif] n.礁石
preference, [`prɛfərəns] n.偏好的事物
reel, [ril] n.(一)捲、捆
prehistoric, [͵prihɪs`tɔrɪk] adj.史前的
referee, [͵rɛfə`ri] n.裁判(籃球、足球、拳擊)
prevail, [prɪ`vel] vi.戰勝
refuge, [`rɛfjudʒ] n.避難所
preview, [`pri͵vju] n.vt.預習
sanctuary, [`sæŋktʃʊ͵ɛrɪ] n.聖殿；庇護所
prey, [pre] n.獵物
refute, [rɪ`fjut] vt.駁斥、反駁
priceless, [`praɪslɪs] adj.無價的
reign, [ren] n.(君王)在位期間
prick, [prɪk] vt.vi.n.刺(痛)
rejoice, [rɪ`dʒɔɪs] vi.vt.歡欣；快樂
prior, [`praɪɚ] adj.優先的
relic, [`rɛlɪk] n.遺物
priority, [praɪ`ɔrətɪ] n.優先(權)
reminder, [rɪ`maɪndɚ] n.提醒物
procession, [prə`sɛʃən] n.行進隊伍
repay, [rɪ`pe] vt.vi.回報
profile, [`profaɪl] n.輪廓；外型；人物簡介
reproduce, [͵riprə`djus] vt.vi.繁殖
prolong, [prə`lɔŋ] vt.延長；拖長
reptile, [`rɛpt!] n.爬蟲類
prop, [prɑp] n.支柱 vt.支撐
republican, [rɪ`pʌblɪkən] adj.共和政體的
resent, [rɪ`zɛnt] vt.怨恨
prophet, [`prɑfɪt] n.先知
resentment, [rɪ`zɛntmənt] n.怨恨
proportion, [prə`porʃən] n.比例；比率
reside, [rɪ`zaɪd] vi.居住
prospect, [`prɑspɛkt] n.指望；預期；景象
residence, [`rɛzədəns] n.住所
province, [`prɑvɪns] n.省
resident, [`rɛzədənt] n.居民
prune, [prun] (1) n.梅乾 (2) vt.vi.修剪
resort, [rɪ`zɔrt] vi.訴諸於… n.渡假勝地
publicize, [`pʌblɪ͵saɪz] vt.宣傳；公布
restrain, [rɪ`stren] vt.抑制
puff, [pʌf] n.泡芙
resume, [rɪ`zjum] vt.vi.重新開始；繼續
pulse, [pʌls] n.脈搏
retort, [rɪ`tɔrt] vt.vi.n.反擊；反駁
purchase, [`pɝtʃəs] vt.n.購買
reverse, [rɪ`vɝs] adj.vt.vi.n.顛倒(的)；倒轉
pyramid, [`pɪrəmɪd] n.金字塔
revive, [rɪ`vaɪv] vi.vt.(使)復甦
quack, [kwæ k] n.呱呱聲；庸醫
revolt, [rɪ`volt] vi.造反 vt.使厭惡 n.反叛
qualify, [`kwɑlə͵faɪ] vt.使合格 vi.取得資格
quart, [kwɔrt] n.夸脫(英美容量單位)
revolve, [rɪ`vɑlv] vi.vt.(使)旋轉
quest, [kwɛst] n.vi.vt.尋求；追求
rhinoceros, [raɪ`nɑsərəs] n.犀牛
rhino, [`raɪno] n.犀牛
quiver, [`kwɪvɚ] vi.vt.n.發抖；(使)顫動
rack, [ræ k] (1) n.架子 vt.把…放架子上
rib, [rɪb] n.肋骨 vt.折磨；過度使用
ridge, [rɪdʒ] n.山脊；梁
radish, [`ræ dɪʃ] n.蘿蔔
ridiculous, [rɪ`dɪkjələs] adj.荒謬的
radius, [`redɪəs] n.半徑
rifle, [`raɪf!] n.步槍
ragged, [`ræ gɪd] adj.破爛的
rigid, [`rɪdʒɪd] adj.嚴苛的
rail, [rel] n.欄杆；扶手；鐵軌
rim, [rɪm] n.邊緣
rally, [`ræ lɪ] vt.vi.n.重整旗鼓；集合
rip, [rɪp] vt.vi.撕扯；裂開 n.裂縫
ranch, [ræ ntʃ] n.大牧場
ripple, [`rɪp!] n.漣漪
rascal, [`ræ sk!] n.流氓；無賴
rival, [`raɪv!] n.對手
ratio, [`reʃo] n.比例
roam, [rom] vi.vt.n.漫遊
rattle, [`ræ t!] vt.vi.n.(使發出)喀喀聲
robin, [`rɑbɪn] n.知更鳥
realm, [rɛlm] n.王國
robust, [rə`bʌst] adj.強健的
rod, [rɑd] n.棍子
shutter, [`ʃʌtɚ] n.百葉窗；快門
rubbish, [`rʌbɪʃ] n.垃圾
silkworm, [`sɪlk͵wɝm] n.蠶
rugged, [`rʌgɪd] adj.高低不平的
simmer, [`sɪmɚ] vi.vt.n.燉
rumble, [`rʌmb!] vi.vt.n.隆隆響
skeleton, [`skɛlətn] n.骨骸
rustle, [`rʌs!] vi.vt.n.沙沙作響
skull, [skʌl] n.頭蓋骨
sacred, [`sekrɪd] adj.神聖的
slap, [slæ p] n.vt.vi.摑
saddle, [`sæ d!] n.馬鞍
slaughter, [`slɔtɚ] vt.n.屠宰
saint, [sent] n.聖徒
slay, [sle] vt.vi.殺害
salmon, [`sæ mən] n.鮭魚
sloppy, [`slɑpɪ] adj.草率的
salute, [sə`lut] vt.vi.n.敬禮
slump, [slʌmp] vi.vt.n.(使)衰落
sandal, [`sæ nd!] n.涼鞋
